case,model_seed,history,alpha,feature_dim,active_coefficients,validation_h8_mae,selected
twozone_apartment_hydronic,202608015,40,0.10000000000000001,531,2128,0.55277038328428885,False
twozone_apartment_hydronic,202608015,40,0.01,531,2128,0.55282681472862516,False
twozone_apartment_hydronic,202608015,40,0.001,531,2128,0.55283249734677464,False
twozone_apartment_hydronic,202608015,40,0.0001,531,2128,0.55283311721760664,False
twozone_apartment_hydronic,202608015,8,10,115,464,0.58400478127920519,False
twozone_apartment_hydronic,202608015,24,0.10000000000000001,323,1296,0.62616535440160759,False
twozone_apartment_hydronic,202608015,4,0.001,63,256,0.64786392825243699,False
twozone_apartment_hydronic,202608015,8,0.0001,115,464,0.69167830026368982,False
twozone_apartment_hydronic,202608015,8,1,115,464,0.69666665414794748,False
twozone_apartment_hydronic,202608015,8,0.10000000000000001,115,464,0.72407032899583235,False
twozone_apartment_hydronic,202608015,8,0.001,115,464,0.74460800936031768,False
twozone_apartment_hydronic,202608015,8,0.01,115,464,0.79252341446457863,False
twozone_apartment_hydronic,202608015,4,0.0001,63,256,0.83241084730522419,False
twozone_apartment_hydronic,202608015,16,0.10000000000000001,219,880,0.96438173518704295,False
twozone_apartment_hydronic,202608015,16,0.01,219,880,1.0097636528926597,False
twozone_apartment_hydronic,202608015,24,0.01,323,1296,1.2525462895590982,False
twozone_apartment_hydronic,202608015,24,0.0001,323,1296,1.2671860840041087,False
twozone_apartment_hydronic,202608015,24,0.001,323,1296,2.0908577962977222,False
twozone_apartment_hydronic,202608015,16,0.001,219,880,10.19716804873428,False
twozone_apartment_hydronic,202608015,16,0.0001,219,880,38.136348663837062,False
